entry_idx,entry_date,entry_price,direction,exit_idx,exit_date,exit_price,return_pct,pnl,probability,predicted_class,commission,forced_exit
566,2025-11-22,30.193,short,571,2025-11-27,29.026,3.865134302652938,1.8651343026529381,0.7861877,0,2,
568,2025-11-24,29.742,short,573,2025-11-29,28.822,3.093268778158838,1.093268778158838,0.8651567,0,2,
573,2025-11-29,28.822,long,578,2025-12-04,27.083000000000002,-6.033585455554775,-8.033585455554775,0.7837523,2,2,
574,2025-11-30,28.822,long,579,2025-12-05,27.261,-5.41600166539449,-7.41600166539449,0.78497297,2,2,
578,2025-12-04,27.093,long,583,2025-12-09,27.484,1.443177204443959,-0.556822795556041,0.5921817,2,2,
579,2025-12-05,27.270999999999997,long,584,2025-12-10,26.597,-2.471489861024517,-4.4714898610245175,0.79385287,2,2,
583,2025-12-09,27.494,long,588,2025-12-14,27.679000000000002,0.6728740816178158,-1.3271259183821842,0.7992259,2,2,
584,2025-12-10,26.607,long,589,2025-12-15,27.42,3.0555868756342406,1.0555868756342406,0.77055246,2,2,
588,2025-12-14,27.689,long,593,2025-12-19,28.156000000000002,1.6865903427353908,-0.31340965726460923,0.66804516,2,2,
589,2025-12-15,27.43,long,594,2025-12-20,28.156000000000002,2.646737149106827,0.6467371491068268,0.66136056,2,2,
593,2025-12-19,28.156000000000002,short,598,2025-12-24,28.099999999999998,0.19889188805229607,-1.801108111947704,0.62435585,0,2,
594,2025-12-20,28.156000000000002,short,599,2025-12-25,28.099999999999998,0.19889188805229607,-1.801108111947704,0.56894034,0,2,
598,2025-12-24,28.09,short,603,2025-12-29,28.538999999999998,-1.5984336062655682,-3.5984336062655684,0.7986284,0,2,
599,2025-12-25,28.09,short,604,2025-12-30,27.770999999999997,1.1356354574581795,-0.8643645425418205,0.7218859,0,2,
603,2025-12-29,28.538999999999998,long,608,2026-01-03,28.999000000000002,1.6118294263989783,-0.3881705736010217,0.5454091,2,2,
604,2025-12-30,27.761,short,609,2026-01-04,29.009,-4.49551529123591,-6.49551529123591,0.51638085,0,2,
608,2026-01-03,29.009,long,613,2026-01-08,27.694000000000003,-4.5330759419490425,-6.5330759419490425,0.5168283,2,2,
609,2026-01-04,29.009,long,614,2026-01-09,28.369,-2.2062118652831897,-4.20621186528319,0.50176626,2,2,
613,2026-01-08,27.694000000000003,short,617,2026-01-12,30.250999999999998,-9.233046869357965,-11.233046869357965,0.59439206,0,2,
614,2026-01-09,28.369,short,618,2026-01-13,31.477999999999998,-10.959145546194785,-12.959145546194785,0.62672126,0,2,
619,2026-01-14,31.808,short,621,2026-01-16,36.884,-15.958249496981894,-17.958249496981892,0.58507645,0,2,
620,2026-01-15,33.153,short,621,2026-01-16,36.884,-11.253883509787958,-13.253883509787958,0.5978226,0,2,
621,2026-01-16,36.873999999999995,short,626,2026-01-21,39.213,-6.343222867060819,-8.343222867060819,0.52579147,0,2,
622,2026-01-17,36.873999999999995,short,627,2026-01-22,38.084,-3.28144492054024,-5.28144492054024,0.5107027,0,2,
626,2026-01-21,39.202999999999996,short,631,2026-01-26,39.117000000000004,0.21937096650764334,-1.7806290334923567,0.7236832,0,2,
627,2026-01-22,38.074,short,632,2026-01-27,38.766000000000005,-1.817513263644501,-3.817513263644501,0.7707973,0,2,
634,2026-01-29,40.108,short,638,2026-02-02,33.95,15.353545427346152,13.353545427346152,0.5204718,0,2,
635,2026-01-30,39.279999999999994,short,638,2026-02-02,33.95,13.569246435845194,11.569246435845194,0.6153222,0,2,
639,2026-02-03,32.855,short,642,2026-02-06,35.699000000000005,-8.656216709785447,-10.656216709785447,0.58576715,0,2,
638,2026-02-02,33.94,short,643,2026-02-07,35.699000000000005,-5.182675309369498,-7.182675309369498,0.7514313,0,2,
642,2026-02-06,35.689,short,643,2026-02-07,35.699000000000005,-0.02801983804535043,-2.0280198380453505,0.74746394,0,2,True
643,2026-02-07,35.689,short,643,2026-02-07,35.699000000000005,-0.02801983804535043,-2.0280198380453505,0.738547,0,2,True
